id;x;y;z;zoneid;zonename;ap1;ap2;ap3;ap4;ap5;ap6;ap7;ap8;ap9;ap10;ap11;ap12;ap13;ap14;ap15;ap16;ap17;ap18;ap19;ap20;ap21;ap22;ap23;ap24;ap25;ap26;ap27;ap28;ap29;ap30;ap31;ap32
87543eed-c174-4283-aeda-99d43779f1d1;42.0;14.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;;;-81.0;;;-92.0;;-58.0;-83.0;;;;-79.0;;;-78.0;;;-73.0;-72.0;-87.0;;;;;;;-82.0;;;;-86.0
278bea22-3cb7-425c-98f1-73fe119cacf5;36.0;19.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-82.0;;-82.0;;;-86.0;;-47.0;-92.0;;;;-61.0;;;-88.0;;;-78.0;-79.0;-87.0;-86.0;;;;;;;;;;-87.0
729fec1f-46f9-4eec-8e4e-4c32a2f4c96d;40.0;12.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-67.0;;-72.0;;;-85.0;;-58.0;-78.0;;;;-81.0;;;-75.0;;;-71.0;-70.0;;-88.0;-86.0;;;;;;;;;-80.0
324c39c8-dd4d-4b71-8804-869931758341;41.0;15.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-79.0;;-85.0;;;-91.0;;-57.0;-86.0;;;;-86.0;;;-85.0;;;-79.0;-81.0;;;;;;;;;;;;-94.0
a911e193-f950-4647-a7f4-eeec0dbed15e;50.0;10.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-76.0;;-65.0;;;;;-66.0;-72.0;;;-90.0;;;;-78.0;;;-67.0;-67.0;-85.0;-88.0;;;;;;-88.0;;;;-67.0
3ff8e153-cc03-468d-8f35-96aaf793c88e;35.0;18.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-81.0;;-87.0;;;-79.0;;-52.0;-89.0;;;;-79.0;;;-83.0;;;-74.0;-73.0;;;;;;;;;;;;-89.0
20e3fbc0-4a92-4ea9-830c-75a144f4c727;36.0;8.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-61.0;;-71.0;;;-93.0;;-56.0;-87.0;;;;-79.0;;;-57.0;;;-75.0;-75.0;;;;;;;;-88.0;-83.0;;;-76.0
fadc7707-37fd-493a-b375-e66ed7e32293;45.0;15.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-84.0;;-82.0;;;-90.0;;-62.0;-79.0;;;;;;;-85.0;;;-76.0;-77.0;-89.0;;;;;;;-78.0;;;;-83.0
ab71629d-bb3a-460e-9cc9-c8275f79991e;45.0;17.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;;;-78.0;;;;-93.0;-57.0;-74.0;-81.0;;;-72.0;;;-82.0;;;-70.0;-70.0;-85.0;-84.0;;;;;;-81.0;;;;-86.0
0ff8b0cf-b605-44b0-aa55-21026858fbbc;38.0;7.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-54.0;;-79.0;;;-92.0;;-47.0;-84.0;;;;-86.0;;;-67.0;;;-73.0;-73.0;;;;;;;;-80.0;-85.0;;;-76.0
addc0fab-fcef-4202-bd44-b8ea9f3f0d16;45.0;13.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;;;-75.0;;;;;-70.0;-81.0;;;;-83.0;;;-77.0;;;-70.0;-71.0;;-87.0;;;;;;-83.0;;;;-80.0
05dab630-86b6-40c9-96db-deff14a31e52;39.0;16.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-75.0;;-82.0;;;-80.0;;-59.0;-83.0;;;-79.0;-80.0;;;-76.0;;;-78.0;-73.0;-83.0;-82.0;;;;;;;;;;-85.0
28dec2ed-3846-41f4-8d4f-d47883269efe;48.0;18.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-82.0;;-79.0;;;;;-68.0;-77.0;;;;-70.0;;;-81.0;;;-68.0;-69.0;-87.0;-84.0;;;;;;;;;;
3af3e884-ce73-482e-83bf-5aeb54817c8e;48.0;19.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-88.0;;-82.0;;;;;-66.0;-82.0;-86.0;;;-71.0;;;-88.0;;;-80.0;-84.0;-85.0;-84.0;;;;;;-86.0;;;;-86.0
f194edb8-ba74-405a-a080-cd2d447b47d8;45.0;10.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;;;-74.0;;;;;-64.0;-77.0;;;;-86.0;;;-78.0;;;-76.0;-75.0;;-85.0;-93.0;;;;;-80.0;;;;-74.0
9cd71de5-d8c2-49d2-88a5-0686155352bb;39.0;8.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;;;-80.0;;;;;-50.0;-86.0;;;;;;;-68.0;;;-78.0;-78.0;;;;;;;;-89.0;-89.0;;;-85.0
8ca12b0c-13d7-4f37-9127-a622cadae0ad;39.0;7.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;;;-77.0;;;-83.0;;-54.0;-88.0;;;;-83.0;;;-66.0;;;-79.0;-83.0;;;;;;;;-92.0;-85.0;;;-81.0
59384e9f-6f67-49ec-bd9e-1aadd6eeb1e0;36.0;17.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-79.0;;-77.0;;;-76.0;;-46.0;-82.0;;;;-70.0;;;-76.0;;;-71.0;-72.0;-89.0;-90.0;;;;;;-81.0;;;;-82.0
3ade8958-62ce-4110-8f63-98e0c0173a86;47.0;20.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;;;-84.0;;;;;-70.0;-78.0;;;;-77.0;;-88.0;;;;-80.0;-78.0;-80.0;-81.0;;-92.0;;;;-85.0;;;;
bf1421f9-a65c-4fca-a1f2-c4734127df6f;35.0;9.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-73.0;;-79.0;;;-85.0;;-53.0;-81.0;;;;-76.0;;;-61.0;;;-73.0;-74.0;-88.0;-90.0;;;;;;;-87.0;;;-81.0
c7d009f6-78d4-4b7a-99c3-7e664d485dba;36.0;16.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-68.0;;-78.0;;;-79.0;;-41.0;-82.0;;;;-76.0;;;-80.0;;;-70.0;-69.0;-84.0;;;;;;;;;;;-83.0
de1dcd76-0071-4fa2-968c-139b5af2d2f4;50.0;8.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-69.0;;-72.0;;;-84.0;;-63.0;-72.0;;;;-85.0;;;-77.0;;;-67.0;-68.0;;;;;;;;-80.0;;;;-74.0
61f74f29-33e6-49d8-bd9d-6304e336107f;47.0;12.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;;;-70.0;;;;;-63.0;-75.0;;;;-81.0;;-83.0;-73.0;;;-70.0;-70.0;-85.0;-90.0;-83.0;;;;;-84.0;;;;
04293540-2e55-4c0a-b8e1-d25efed9ac14;34.0;10.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-66.0;;-73.0;;;-89.0;;-55.0;-85.0;;;;-82.0;;;-62.0;;;-72.0;-71.0;-87.0;-87.0;-88.0;;;;;;-81.0;;;-76.0
a047830e-652a-4a6f-8c8c-b4eac0e852af;39.0;15.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;;;-82.0;;;-84.0;;-64.0;-85.0;;;;;;;;;;-81.0;-80.0;-88.0;-92.0;;;;;;;;;;-84.0
84a829d3-c5cc-4622-980b-d4c1544dc41e;48.0;20.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;;;-85.0;;;;;-62.0;-80.0;;;-94.0;-73.0;;;-83.0;;;-72.0;-72.0;-84.0;;;;;;;;;;;-79.0
76a31114-3ccc-4d96-ab12-f9b3fc3e27ea;41.0;18.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-81.0;;-83.0;;;;;-59.0;;;;;-70.0;;;-85.0;;;-83.0;-83.0;;;;;;;;;;;;
abef7eeb-bf84-49c3-b843-3092ea8854d4;42.0;13.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-84.0;;-71.0;;;-84.0;;-50.0;-79.0;;;;-82.0;;-87.0;-71.0;;;-72.0;-72.0;-82.0;-80.0;;;;;;-78.0;;;;-78.0
2e903b18-903d-4293-bd7d-8f2e7a52b280;36.0;7.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-63.0;;-70.0;;;;;-49.0;-85.0;;;;-85.0;;;-57.0;;;-71.0;-72.0;;;;;;;;-86.0;-81.0;;;-81.0
996a082e-c97b-4f82-a23a-6b319db1a0ed;35.0;13.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-74.0;;-82.0;;;;;-52.0;-86.0;;;;-86.0;;;-83.0;;;-81.0;-81.0;;;;;;;;;;;;-91.0
7e2bb8a7-7473-4d4a-8292-6c5fa267eacf;44.0;16.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-85.0;;-77.0;;;-80.0;;-53.0;-76.0;;;;-72.0;;;-82.0;;;-74.0;-83.0;-79.0;-80.0;;;;;;;;;;
9280ca88-5499-49d8-9812-e564d258e0eb;44.0;19.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;;;-75.0;;;;;-55.0;-72.0;;;;-64.0;;-91.0;-78.0;;;-69.0;-70.0;-83.0;-82.0;;;;;;-81.0;;;;-74.0
af905189-d56f-4917-9a79-d9e4a4d5eb17;48.0;10.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-89.0;;-67.0;;;-89.0;;-65.0;-78.0;;;;;;-93.0;-83.0;;;-68.0;-67.0;-85.0;-86.0;;;;;;-84.0;;;;-69.0
a0c69de1-b069-4832-9ca0-9e64a8570175;50.0;18.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-90.0;;-86.0;;;;;-70.0;-76.0;;;;-77.0;;;;;;-81.0;-81.0;;;;;;;;-84.0;;;;
366e25e0-90c2-45c0-9b11-f32fd7f95214;47.0;19.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-84.0;;-82.0;;;-91.0;;-66.0;-79.0;;;;-70.0;;;;;;-73.0;-73.0;-82.0;-82.0;-87.0;;;;;-84.0;;;;-80.0
fa8b754a-bdd4-4dc0-936a-fc24456cb2dd;43.0;20.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-78.0;;-78.0;;;;-93.0;-71.0;-76.0;;;;-69.0;;;-81.0;;;-78.0;-76.0;-93.0;-88.0;;;;;;;;;;-86.0
d50a9b33-a5bf-4d8e-bfc7-70f4da0dfa3a;51.0;20.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-85.0;;-78.0;;;;;-67.0;-77.0;;;;-73.0;;-88.0;-78.0;;;-73.0;-73.0;-82.0;-82.0;;;;;;-85.0;;;;-84.0
b46f739c-a4e3-4ebb-8429-503e079e11ba;45.0;16.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-80.0;;-81.0;;;-82.0;-96.0;-58.0;-73.0;;;-90.0;-71.0;;-83.0;-77.0;;;-69.0;-71.0;-88.0;-85.0;;;;;;-76.0;;;;
351d92a6-b3e4-4486-9b65-e1897becffa9;39.0;11.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-67.0;;-85.0;;;-93.0;;-59.0;-89.0;;;;;;;-76.0;;;-83.0;-81.0;;;;;;;;-86.0;;;;-90.0
cf272636-0ccc-4efb-b16c-dd7afb1906eb;47.0;17.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;;;-74.0;;;;;-60.0;-72.0;;;;-74.0;;;-79.0;;;-69.0;;-78.0;;;-91.0;;;;-91.0;;;;
7cf2fddd-80e8-4121-b903-75f122891e25;40.0;16.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-78.0;;-80.0;;;-80.0;-93.0;-49.0;-75.0;;;-85.0;-76.0;;;-73.0;;;-69.0;-71.0;;;;;;;;;;;;-83.0
3f34ffad-f227-4711-8812-a6cef80d4f25;48.0;7.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-63.0;;-62.0;;;-86.0;;-61.0;-75.0;;;;-79.0;;;;;;-62.0;-62.0;;-86.0;;;;;;;;;;-68.0
50fa0455-b402-455d-945e-dd5aa763615f;39.0;12.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-67.0;;-79.0;;;-80.0;;-62.0;-79.0;;;;-73.0;;;-75.0;;;-75.0;-73.0;-87.0;-82.0;;;;;;;-84.0;;;-80.0
90439d55-478d-4fa3-88b9-f5636767c15e;37.0;16.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-65.0;;-73.0;;;-74.0;;-39.0;-85.0;;;;-76.0;;;-81.0;;;-71.0;-68.0;-87.0;-82.0;;;;;;;;;;-90.0
2a116f07-2364-401f-b614-7542bc756358;49.0;18.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-81.0;;-82.0;;;;;-69.0;-73.0;;;-91.0;-75.0;;;-85.0;;;-73.0;-73.0;;-83.0;;;;;;-83.0;;;;-86.0
a4ecf19f-1068-413d-9d59-f0ba364470be;51.0;10.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-89.0;;-67.0;;;-90.0;;-67.0;-74.0;-90.0;;;-86.0;;;-78.0;;;-66.0;-68.0;-79.0;-84.0;;;;;;-77.0;;;;-72.0
cb1861dc-b130-475c-b8fc-89959a01876e;43.0;15.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-79.0;;-83.0;;;-91.0;;-61.0;-79.0;;;;-82.0;;;-87.0;;;-76.0;-76.0;;;;;;;;;;;;-84.0
079158f4-a445-44ba-9217-b7021d5121fa;40.0;19.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-65.0;;-72.0;;;-76.0;;-41.0;-81.0;;;;-66.0;;;-74.0;;;-61.0;-65.0;-81.0;-80.0;;;;;;-82.0;;;;-77.0
c1bddae5-4d2f-4d2d-abd9-c9369fcd0ed7;35.0;15.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-74.0;;-86.0;;;-86.0;;-53.0;-87.0;;;;-86.0;;;-82.0;;;-81.0;-81.0;-90.0;-94.0;;;;;;;;;;-88.0
f8935f4e-a4c4-4be4-a66a-d3dcd94b1d32;43.0;9.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-85.0;;-73.0;;;-86.0;;-61.0;-71.0;;;-89.0;-85.0;;-88.0;-73.0;;;-67.0;-68.0;-87.0;-87.0;-83.0;-86.0;;;;-85.0;;;;-82.0
66acf8ca-75fc-4757-bd32-29fbb24693bc;45.0;8.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-83.0;;-63.0;;;-90.0;;-55.0;-70.0;;;;-80.0;;-83.0;-77.0;;;-67.0;-67.0;-86.0;;;;;;;-86.0;;;;-65.0
760ad652-e044-445c-a96c-3ce78088bea3;46.0;8.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;;;-63.0;;;-90.0;;-55.0;-70.0;;;;-80.0;;-83.0;-77.0;;;-67.0;-67.0;-86.0;;;;;;;-86.0;;;;-65.0
4749a65b-be3e-4fc7-a022-84c907a2fb24;45.0;12.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-77.0;;-72.0;;;;;-58.0;-70.0;;;-90.0;-79.0;;;-72.0;;;-70.0;-71.0;-77.0;-93.0;;;;;;-75.0;;;;-84.0
0dfdf559-36b2-4a57-9b17-cac4bd4ff9db;42.0;15.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-76.0;;-81.0;;;-84.0;;-54.0;-84.0;;;;-80.0;;;-81.0;;;-74.0;-73.0;-88.0;-89.0;;;;;;-85.0;-91.0;;;-84.0
7702800f-b769-4eaa-913e-aaf32b8c73c4;38.0;14.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-64.0;;-80.0;;;;;-56.0;-79.0;;;;-84.0;;;-79.0;;;-74.0;-73.0;-85.0;-84.0;;;;;;-83.0;;;;
793835cb-cd19-46ae-a784-943922eb5803;46.0;9.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-78.0;;-71.0;;;-92.0;;-68.0;-71.0;;;;;;;-78.0;;;-67.0;-67.0;-87.0;-87.0;;;;;;-78.0;;;;-68.0
4b7b20fe-6521-4d36-b803-7686b5627acf;37.0;20.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;;;-85.0;;;-87.0;;-51.0;-80.0;;;;-76.0;;;-90.0;;;-80.0;-81.0;-87.0;-87.0;;;;;;-89.0;;;;-80.0
75f550ea-3225-436b-9d7c-aba67bd18d71;44.0;11.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;;;-66.0;;;-81.0;;-52.0;-66.0;;;;-76.0;;;-69.0;;;-63.0;-62.0;-78.0;-81.0;-78.0;;;;;;-81.0;;;-64.0
cde504dd-c6b4-4476-afed-22b0f52a451f;47.0;7.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-61.0;;-54.0;;;-85.0;;-61.0;-76.0;;;;-85.0;;;-88.0;;;-77.0;-75.0;-89.0;;;;;;;-84.0;;;;-60.0
493e9dec-078f-47ec-bacb-ccab9da6a9f3;44.0;20.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-88.0;;-81.0;;;;;-64.0;-74.0;;;;-77.0;;;-84.0;;;-77.0;-76.0;-85.0;-88.0;-88.0;;;;;;;;;-86.0
273ec9f9-06cd-4f26-9a69-245a48730e3a;48.0;17.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;;;-78.0;;;-84.0;;-58.0;-73.0;;;-84.0;-75.0;;;-73.0;;;-72.0;-72.0;-82.0;-85.0;;;;;;;;;;-83.0
5632ab57-daf5-49c2-8fad-5d2b5632c74d;40.0;17.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-81.0;;-84.0;;;-84.0;;-59.0;-83.0;;;;-81.0;;;-85.0;;;-76.0;-77.0;-85.0;-85.0;;;;;;;;;;
65c4864f-d5a5-4e38-a8a3-64c3a7b1e76a;44.0;7.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-72.0;;-66.0;;;;;-52.0;-76.0;;;;-84.0;;;-80.0;;;-69.0;-69.0;;;;;;;;-85.0;;;;-72.0
d05e3d29-f717-42a4-bb19-c9f7d29e01cb;36.0;10.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-62.0;;-72.0;;;;;-47.0;-79.0;;;;;;;-65.0;;;-73.0;-73.0;;-83.0;-83.0;;;;;-84.0;;;;-80.0
7b1503c3-f64b-4407-a5a1-8edebcd435f3;43.0;13.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-75.0;;-78.0;;;-83.0;;-57.0;-86.0;;;;-76.0;;;-70.0;;;-75.0;-75.0;;-88.0;;;;;;;;;;-76.0
8035b21a-280e-4b59-bd62-85d659b82076;49.0;7.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-64.0;;-59.0;;;-83.0;;-60.0;-69.0;-91.0;;;-78.0;;;;;;-53.0;-53.0;-86.0;-87.0;;;;;;-75.0;;;;-57.0
992a839c-8156-4869-8d77-cf5608e2a3c0;38.0;20.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-76.0;;-79.0;;;-79.0;;-45.0;-83.0;;;;-64.0;;;-86.0;;;-69.0;-71.0;-85.0;-83.0;;;;;;;;;;-82.0
d4f0bf0b-d9aa-444d-ad20-bae9a4034bcb;36.0;13.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-64.0;-92.0;-72.0;;;-86.0;;-63.0;-75.0;;;;-79.0;;;-72.0;;;-69.0;-71.0;-85.0;-84.0;;;;;;;;;;
4b431e76-f862-4edf-9d5b-7ee7588d3a5f;44.0;18.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-83.0;;-81.0;;;-84.0;;-61.0;-81.0;;;;-70.0;;;-88.0;;;-75.0;-75.0;-90.0;;;;;;;-81.0;;;;-86.0
ae0c3633-f509-4489-bafd-153c5a341b44;38.0;11.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-68.0;;-71.0;;;-82.0;;-47.0;-79.0;;;;-80.0;;;-67.0;;;-73.0;-71.0;-83.0;-82.0;-83.0;;;;;;-84.0;;;
fb917ea0-0582-4f2e-82f3-14eadfd35180;44.0;13.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-89.0;;-75.0;;;;;-66.0;-87.0;;;;-80.0;;;-80.0;;;-76.0;-75.0;;-85.0;;;;;;-81.0;;;;-76.0
40046f80-3828-4531-8aa1-66681abe44f2;48.0;11.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-86.0;;-62.0;;;-83.0;;-56.0;-63.0;;;-85.0;-80.0;;-90.0;-73.0;;;-65.0;-64.0;-83.0;-82.0;;;;;;-72.0;;;;
a13c2255-25e2-4774-a547-45ae27f991c2;37.0;10.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-73.0;;-78.0;;;;;-60.0;;;;;;;;-75.0;;;-81.0;-80.0;;;;;;;;-88.0;-86.0;;;
ee64a8e7-b473-4bbb-ad8b-879b8f16c48e;36.0;9.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-71.0;;-69.0;;;;;-54.0;-82.0;;;;-85.0;;;-62.0;;;-79.0;-78.0;;-88.0;;;;;;-86.0;-84.0;;;-89.0
7614ee62-f0dd-4e15-bba4-437775cc1ab7;36.0;11.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-73.0;;-70.0;;;;;-47.0;-76.0;;;;-80.0;;;-64.0;;;-67.0;-72.0;-83.0;-87.0;;;;;;;;;;
4f222454-8162-4108-8ba2-c785c2cf8504;39.0;13.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-64.0;;-82.0;;;;;-56.0;-82.0;;;;-83.0;;;-86.0;;;-78.0;-76.0;;;;;;;;-86.0;;;;-76.0
e542df60-2063-4ed8-a4f9-aed7e6cdcce4;38.0;13.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-59.0;;-76.0;;;-82.0;;-57.0;-79.0;;;;-76.0;;;-77.0;;;-76.0;-71.0;-85.0;-85.0;;;;;;;;;;-81.0
57ad6d3e-858e-4228-a2d1-bf56c33d3915;46.0;15.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-82.0;;-82.0;;;;;-61.0;-80.0;;;;-82.0;;;-82.0;;;-75.0;-74.0;-91.0;;-89.0;;;;;-84.0;;;;-80.0
85c53418-4f8f-4e7b-8948-1ba2b99f3122;44.0;15.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;;;-84.0;;;-89.0;;-58.0;-78.0;;;;-86.0;;;-82.0;;;-77.0;-76.0;-89.0;;-95.0;;;;;-83.0;;;;-85.0
4bdd2030-e56f-4999-be61-1f762643d9a7;49.0;19.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;;;-85.0;;;;;-67.0;-79.0;-87.0;;;-71.0;;;-89.0;;;-77.0;-75.0;-85.0;-85.0;;;;;;-86.0;;;;
f4cfa25a-8c46-4fea-9e4f-e9d3cb5b7cb2;37.0;14.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;;;-80.0;;;-83.0;;-61.0;-82.0;;;;-84.0;;;-79.0;;;-75.0;-77.0;-83.0;-86.0;;;;;;-86.0;;;;
8db14f53-b4da-4aa2-9fbb-4e52a8b1e5a3;49.0;9.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-71.0;;-65.0;;;;;-59.0;-72.0;;;-86.0;-85.0;;;-76.0;;;-63.0;-64.0;;;-88.0;;;;;-83.0;;;;-62.0
c08d99c2-7ebd-42e5-91dc-a2c25250e0bb;42.0;19.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-63.0;;-72.0;;;-82.0;;-53.0;-75.0;;;;-56.0;;;-76.0;;;-70.0;-71.0;-81.0;-82.0;;;;;;;-83.0;;;-82.0
e2a66f0a-7d2c-4823-9bd6-bfc597a4ea64;41.0;14.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-81.0;;-80.0;;;-83.0;;-54.0;-73.0;;;;-76.0;;;-77.0;;;-69.0;-70.0;-82.0;-84.0;-87.0;;;;;-81.0;;;;-76.0
97253ced-33bd-4da6-a433-902db61d355f;50.0;9.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-71.0;;-61.0;;;;;-68.0;-67.0;;;;-82.0;;;-76.0;;;-70.0;-71.0;-86.0;-88.0;;;;;;-82.0;;;;-67.0
848753b5-e66a-47ba-89fa-c50e4e3daa75;36.0;14.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-67.0;;-74.0;;;-83.0;;-57.0;-81.0;;;;-79.0;;;-74.0;;;-72.0;-70.0;-78.0;-81.0;;;;;;;;;;-85.0
ac38b983-08fc-43ac-9d84-27d4427e09fe;37.0;9.0;1.5;8e4181f2-8e1c-467d-8cc2-4580bf5cb76c;Ground Floor Lobby;-62.0;;-71.0;;;;;-42.0;-77.0;;;-91.0;-84.0;;;-62.0;;;-74.0;-75.0;;;;;;;;-84.0;-86.0;;;-78.0
