"measId";"measTimestamp";"Position X";" Position Y";"Position Z";"zoneId";"Zonename";"meas X";"meas Y";"meas Z";"gpsLatitude";"gpsLongitude";"gpsAltitude";"N";"109.0";"AIT-L15";"aut-sams-1";"bolyai_E4_floor3";"Bosch_Telemetry";"dd";"doa2";"doa200";"doa203";"doa207";"doa208";"doa6";"EET_3";"FRM";"GEIAKFSZ";"IITAP1";"IITAP1-GUEST";"IITAP2";"IITAP2-GUEST";"IITAP3";"IITAP3-GUEST";"info";"info2";"KEMA10";"kemA4";"KRZ";"library114";"TP-LINK_B2765A";"UPC Wi-Free";"UPC8902044";"wireless";"00:16:53:4C:B1:F9";"00:16:53:4C:B2:02";"00:16:53:4C:B4:EB";"00:16:53:4C:E9:1D";"00:16:53:4C:F2:6A";"00:16:53:4C:F5:2D";"00:16:53:4C:F9:A4";"00:16:53:4C:FA:60";"00:16:53:4C:FA:67";"48:5A:B6:54:35:DC";"6B:C2:26:12:62:60";"DANI 6B:C2:26:12:62:60";"DM06082 48:5A:B6:54:35:DC";"EV3 00:16:53:4C:E9:1D";"EV3 00:16:53:4C:F2:6A";"EV3 00:16:53:4C:FA:60";"EV3 00:16:53:4C:FA:67";"EV3BD 00:16:53:4C:F5:2D";"IZE 00:16:53:4C:B1:F9";"JOE 00:16:53:4C:F9:A4";"MEGAROBOT 00:16:53:4C:B2:02";"MrEv3 00:16:53:4C:B4:EB"
"50a82b65-4b03-412b-8fe7-9560a8cb7506";"2016-02-27 12:19:19.0";36.0;20.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"-1.4510225057601929";"-0.30430030822753906";"-0.10487694293260574";"null";"null";"null";"-72";"null";"-83";"null";"null";"null";"-88";"-85";"-45";"-70";"-92";"-85";"null";"null";"-71";"null";"null";"null";"-72";"-72";"-87";"-87";"null";"null";"null";"null";"null";"-83";"null";"null";"null";"null";1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ca07a7ae-7790-424c-b38b-35194f791b8e";"2016-02-27 12:01:28.0";37.0;14.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"0.4941839873790741";"-0.3804585337638855";"0.016665125265717506";"null";"null";"null";"-83";"null";"-92";"null";"null";"null";"-87";"-84";"-71";"-86";"null";"-80";"null";"null";"-80";"null";"null";"null";"-82";"-83";"-88";"-87";"null";"null";"null";"null";"null";"-88";"null";"null";"null";"null";1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"0c5020f4-7bd7-40c9-ba02-167fc3685e45";"2016-02-27 13:23:51.0";33.0;20.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"0.6380521059036255";"-0.8845276832580566";"0.19270075857639313";"null";"null";"null";"-69";"null";"null";"null";"null";"null";"-83";"-82";"-41";"-61";"-87";"-83";"null";"null";"-69";"null";"null";"null";"-73";"-73";"-85";"-84";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"198713af-d016-47ae-8ad9-5ed9ef608558";"2016-02-27 11:21:15.0";40.0;10.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"-1.6178101301193237";"-0.2445203959941864";"0.06241881102323532";"null";"null";"null";"-74";"null";"null";"null";"null";"null";"-82";"-88";"-51";"-84";"-87";"-76";"null";"null";"-74";"null";"null";"null";"-81";"-82";"-88";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"0a2109b4-f262-4870-afd8-11fd740eeaaf";"2016-02-27 12:30:51.0";35.0;9.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"-0.6799985766410828";"-0.4938642084598541";"-0.01922839879989624";"null";"null";"null";"-70";"-95";"null";"-88";"null";"null";"-85";"null";"-63";"null";"-80";"-70";"null";"null";"-66";"null";"null";"null";"-80";"-79";"-91";"-91";"null";"null";"null";"null";"null";"-89";"null";"null";"null";"null";1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"82e06036-642f-4629-870f-6e90ce68054a";"2016-02-27 15:13:32.0";41.0;21.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"0.026094067841768265";"-1.0845898389816284";"0.06885649263858795";"null";"null";"null";"null";"null";"-78";"null";"null";"null";"-86";"-80";"-62";"-74";"null";"null";"null";"null";"-79";"null";"null";"null";"-74";"-75";"null";"null";"null";"null";"null";"null";"null";"-76";"null";"null";"null";"-87";1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"6db6bdc7-bb51-4ac2-8787-13e9962dfac0";"2016-02-27 13:52:01.0";30.0;14.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"-0.7416979670524597";"-0.7825846672058105";"0.10598435997962952";"null";"null";"null";"-76";"-92";"null";"-87";"null";"null";"-83";"-83";"-56";"-79";"null";"-76";"null";"null";"-73";"null";"null";"null";"-76";"-76";"-87";"-87";"null";"null";"null";"null";"null";"-79";"null";"null";"null";"null";1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"fc3cacf6-b8a5-4250-bbe6-f47df3608b33";"2016-02-27 13:08:58.0";34.0;10.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"0.4348527193069458";"-0.7627078294754028";"-0.04345089569687843";"null";"null";"null";"-73";"-89";"null";"-89";"null";"null";"-83";"-78";"-49";"-79";"-83";"-63";"null";"null";"-74";"null";"null";"null";"-70";"-69";"-82";"-84";"null";"null";"null";"null";"null";"-86";"null";"null";"null";"null";1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"b20e57d5-0f27-48d7-a250-7988795a5166";"2016-02-27 12:04:28.0";37.0;10.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"-0.7317417860031128";"-0.42896127700805664";"0.03388532996177673";"null";"null";"null";"-84";"null";"-90";"-88";"null";"null";"-83";"-86";"-65";"-89";"-91";"-72";"null";"null";"-83";"null";"null";"null";"-85";"-86";"-83";"null";"null";"null";"null";"null";"null";"-83";"null";"null";"null";"null";1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"aa83bcf7-66a9-4303-94c7-c11b26f81909";"2016-02-27 15:02:08.0";32.0;7.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"-1.2937448024749756";"-0.9611664414405823";"-0.027020446956157684";"null";"null";"null";"null";"-91";"null";"-88";"null";"null";"-74";"null";"-52";"null";"-82";"-74";"null";"null";"-74";"null";"null";"null";"-80";"-78";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"7a0fb803-37f0-4414-bc51-ede6c8053543";"2016-02-27 13:12:51.0";34.0;14.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"0.20510828495025635";"-0.9150515198707581";"0.38050639629364014";"null";"null";"null";"-71";"null";"null";"-92";"null";"null";"-85";"-84";"-45";"-73";"-89";"-77";"null";"null";"-71";"null";"null";"null";"-71";"-72";"-82";"-82";"null";"null";"null";"null";"null";"-84";"null";"null";"null";"null";1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"85f01e2d-962e-46b5-a71f-11961c2a9eae";"2016-02-27 11:31:41.0";39.0;20.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"0.27958154678344727";"-0.6054062247276306";"0.1313154548406601";"null";"null";"null";"-74";"null";"-89";"null";"null";"null";"null";"-86";"-61";"-68";"null";"-85";"null";"null";"-76";"null";"null";"null";"-69";"-69";"-88";"-89";"null";"null";"null";"null";"null";"-89";"null";"null";"null";"null";1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ac78ddd1-c9d1-4801-abd0-8dcf5dba43a6";"2016-02-27 13:46:01.0";31.0;14.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"-0.6491931080818176";"-0.8697674870491028";"-0.04647813364863396";"null";"null";"null";"-70";"-91";"null";"-84";"null";"null";"-81";"-80";"-55";"-73";"null";"-84";"null";"null";"-81";"null";"null";"null";"-70";"-70";"-88";"-89";"null";"null";"null";"null";"null";"-91";"null";"null";"null";"null";1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"9b380efd-0450-4842-a7d7-6fd5cf8b19e7";"2016-02-27 13:26:28.0";33.0;17.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"-0.16147008538246155";"-0.6882949471473694";"0.016127632930874825";"null";"null";"null";"-63";"null";"null";"-84";"null";"null";"-78";"-78";"-58";"-73";"null";"-76";"null";"null";"-61";"null";"null";"null";"-72";"-69";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"8ab0f1e1-f9c2-46e9-a910-ef02d935ff50";"2016-02-27 13:19:48.0";34.0;17.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"-1.8890559673309326";"-0.9462248086929321";"0.1607627421617508";"null";"null";"null";"-66";"null";"null";"-88";"null";"null";"-83";"-78";"-52";"-74";"null";"-79";"null";"null";"-68";"null";"null";"null";"-69";"-68";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"5938767d-3e55-4024-8532-f9643fab0275";"2016-02-27 12:02:11.0";37.0;13.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"0.09788959473371506";"-0.45659056305885315";"0.04914072901010513";"null";"null";"null";"-87";"null";"null";"null";"null";"null";"-83";"-85";"-68";"-82";"-94";"-81";"null";"null";"-84";"null";"null";"null";"-79";"-79";"-93";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"1cea4334-75e8-413b-9433-40369d9bd144";"2016-02-27 14:56:37.0";42.0;7.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"-2.334482431411743";"-1.1829081773757935";"-0.2053953856229782";"null";"null";"null";"-78";"null";"-88";"null";"null";"null";"null";"-77";"-68";"null";"null";"-78";"null";"null";"-73";"null";"null";"null";"-77";"-76";"-88";"-85";"null";"null";"null";"null";"null";"-83";"null";"null";"null";"null";0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"42688d37-4a73-4702-8c1c-8bf4f13c050e";"2016-02-27 11:10:31.0";41.0;20.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"-0.36697959899902344";"-0.6647295951843262";"-0.039195600897073746";"null";"null";"null";"-65";"null";"-88";"-94";"null";"null";"-82";"-83";"-59";"-67";"-92";"-81";"null";"null";"-67";"null";"null";"null";"-69";"-68";"-82";"-83";"null";"null";"null";"null";"null";"-81";"null";"null";"null";"-86";0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"a94d15b5-0e98-4fe3-83a8-110e7e943ed1";"2016-02-27 12:00:52.0";37.0;15.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"-0.6376412510871887";"-0.33042261004447937";"0.103081613779068";"null";"null";"null";"-74";"null";"null";"null";"null";"null";"-85";"-87";"-64";"-75";"null";"-79";"null";"null";"-72";"null";"null";"null";"-79";"-80";"-79";"-79";"null";"null";"null";"null";"null";"-83";"null";"null";"null";"null";1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"2844863b-cdd4-4541-8d16-c56d1bd21c32";"2016-02-27 15:00:35.0";34.0;7.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"-1.326169490814209";"-0.8932314515113831";"0.027020448818802834";"null";"null";"null";"-81";"null";"null";"null";"null";"null";"-83";"null";"-55";"-80";"null";"-70";"null";"null";"-72";"null";"null";"null";"-80";"-79";"null";"null";"null";"null";"null";"null";"null";"-78";"null";"null";"null";"null";1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"fde0f92f-30bf-4990-988b-d6c041d32f99";"2016-02-27 13:35:45.0";32.0;16.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"-0.6455731987953186";"-0.5538128018379211";"0.22679884731769562";"null";"null";"null";"-66";"null";"null";"null";"null";"null";"-84";"-88";"-42";"-77";"null";"-83";"null";"null";"-66";"null";"null";"null";"-71";"-71";"-91";"null";"null";"-94";"null";"null";"null";"-90";"null";"null";"null";"null";1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"0a3b387e-208e-4cf6-b0c3-1810831408e7";"2016-02-27 12:13:38.0";36.0;13.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"-0.40759313106536865";"-0.4354555606842041";"0.03446910157799721";"null";"null";"null";"-69";"null";"null";"null";"null";"null";"-86";"-85";"-59";"-86";"null";"-83";"null";"null";"-68";"null";"null";"null";"-77";"-75";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"eee00c5a-e431-444a-8fd5-563e2065a520";"2016-02-27 11:15:21.0";41.0;16.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"-0.8770592212677002";"-0.39830249547958374";"0.035073328763246536";"null";"null";"null";"-85";"null";"-87";"null";"null";"null";"null";"-84";"-65";"-78";"null";"-87";"null";"null";"-83";"null";"null";"null";"-80";"-80";"-81";"-81";"null";"null";"null";"null";"null";"-85";"null";"null";"null";"null";0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"c2063a13-501d-4695-80f7-c519d17aa743";"2016-02-27 15:03:31.0";30.0;7.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"-1.3377350568771362";"-1.0517382621765137";"0.09065988659858704";"null";"null";"null";"-66";"-93";"null";"-79";"null";"null";"-73";"-86";"-52";"null";"-81";"-62";"null";"null";"-64";"null";"null";"null";"-74";"-75";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"cfca0b58-8b8a-4117-a58f-b6c9a8cee0ca";"2016-02-27 11:52:39.0";38.0;16.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"0.18292568624019623";"-0.901443362236023";"0.28177186846733093";"null";"null";"null";"-77";"null";"-85";"null";"null";"null";"-91";"-83";"-49";"-73";"null";"-84";"-93";"null";"-75";"null";"null";"null";"-65";"-65";"-85";"-82";"null";"null";"null";"null";"null";"-87";"null";"null";"null";"-87";1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"e9469174-ac50-498d-b9bf-895fbeb153eb";"2016-02-27 12:03:36.0";37.0;11.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"-0.8371591567993164";"-0.4788379669189453";"-0.01922839879989624";"null";"null";"null";"-81";"null";"null";"null";"null";"null";"-93";"-80";"-66";"null";"-88";"-77";"null";"null";"-82";"null";"null";"null";"-79";"-81";"-88";"-88";"null";"null";"null";"null";"null";"-87";"null";"null";"null";"null";1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"22e545ee-556b-45f5-8cd3-49af4f0fb94e";"2016-02-27 15:07:16.0";33.0;21.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"0.12458086013793945";"-0.9258787035942078";"0.07677189260721207";"null";"null";"null";"-70";"null";"null";"null";"null";"null";"-88";"-83";"-45";"-68";"null";"-81";"null";"null";"-72";"null";"null";"null";"-71";"-73";"-87";"-85";"null";"null";"null";"null";"null";"-88";"null";"null";"null";"null";1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"3517d347-d913-4c93-9880-8df85acde45f";"2016-02-27 11:58:41.0";37.0;18.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"-1.1014690399169922";"-0.24892841279506683";"-0.016947530210018158";"null";"null";"null";"-76";"null";"-89";"null";"null";"null";"-85";"-84";"-59";"-76";"null";"-83";"null";"null";"-77";"null";"null";"null";"-81";"-81";"-89";"-90";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"3414b88e-3f93-4b81-be5e-23ca29364b19";"2016-02-27 15:02:49.0";31.0;7.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"-1.3643252849578857";"-1.0718075037002563";"0.06442683935165405";"null";"null";"null";"-76";"-88";"null";"-81";"null";"null";"-62";"-87";"-61";"-86";"-83";"-61";"null";"null";"-74";"null";"null";"null";"-74";"-75";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"1dfaf64f-76fa-47e1-bfb8-36380e67ef3c";"2016-02-27 12:25:28.0";35.0;15.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"-1.5476495027542114";"-0.5143874883651733";"0.056543439626693726";"null";"null";"null";"-76";"null";"null";"null";"null";"null";"-76";"null";"-58";"-71";"null";"-82";"null";"null";"-76";"null";"null";"null";"-80";"-79";"-87";"-88";"null";"null";"null";"null";"null";"-87";"null";"null";"null";"null";1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"1f8fbadb-ac6b-4ed7-a65a-80cad2cb9071";"2016-02-27 14:59:50.0";35.0;7.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"-0.7257936000823975";"-0.9949799180030823";"0.05708078294992447";"null";"null";"null";"-66";"null";"null";"null";"null";"null";"-73";"-86";"-56";"-73";"-86";"-68";"null";"null";"-67";"null";"null";"null";"-82";"-80";"null";"null";"null";"null";"null";"null";"null";"-84";"null";"null";"null";"null";1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"3ce3f1e1-0046-415a-ae25-6948334c18f2";"2016-02-27 13:48:46.0";31.0;8.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"0.30467379093170166";"-0.5968050360679626";"0.03997868672013283";"null";"null";"null";"-74";"-93";"null";"-87";"null";"null";"-81";"-81";"-52";"-90";"-83";"-62";"null";"null";"-72";"null";"null";"null";"-77";"-77";"null";"null";"null";"null";"null";"null";"null";"-87";"null";"null";"null";"null";1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"7d0f9eb7-7d64-4cad-8d2c-77a20febd3a3";"2016-02-27 12:15:54.0";36.0;16.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"0.6489846706390381";"-0.43657395243644714";"-0.016665125265717506";"null";"null";"null";"-70";"null";"null";"null";"null";"null";"-82";"-80";"-57";"-78";"null";"-90";"null";"null";"-71";"null";"null";"null";"-70";"-70";"-88";"null";"null";"null";"null";"null";"null";"-93";"null";"null";"null";"null";1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"870c2052-9efd-46b9-98d2-a5ef6f6d4dae";"2016-02-27 12:23:05.0";35.0;17.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"-0.8645311594009399";"-0.49872249364852905";"0.05449145659804344";"null";"null";"null";"-72";"null";"null";"null";"null";"null";"-85";"-85";"-60";"-72";"-91";"-85";"null";"null";"-68";"null";"null";"null";"-76";"-75";"-89";"-92";"null";"null";"null";"null";"null";"-91";"null";"null";"null";"null";1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"d4bff4ae-2a57-4879-9cc7-21d5431dfbed";"2016-02-27 11:57:49.0";37.0;19.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"-0.8679956197738647";"-0.32170888781547546";"0.016665123403072357";"null";"null";"null";"null";"null";"null";"null";"null";"null";"-87";"-81";"-53";"-68";"null";"-85";"null";"null";"-80";"null";"null";"null";"-72";"-73";"null";"null";"null";"null";"null";"null";"null";"-88";"null";"null";"null";"null";1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"3d3f40af-c5ef-4764-8e9f-a805775b7e47";"2016-02-27 13:40:01.0";31.0;20.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"-0.8242881894111633";"-0.5398688912391663";"0.049958400428295135";"null";"null";"null";"-66";"null";"null";"null";"null";"null";"null";"-85";"-57";"-58";"-88";"-81";"null";"null";"-71";"null";"null";"null";"-79";"-79";"-83";"-76";"null";"null";"null";"null";"null";"-91";"null";"null";"null";"null";1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"82d669b8-d798-4ae7-841a-c113881f3412";"2016-02-27 11:08:01.0";42.0;19.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"0.2989039719104767";"-0.5437315106391907";"-0.14707835018634796";"null";"null";"null";"-73";"null";"-82";"null";"null";"null";"-78";"-77";"-67";"-65";"null";"-84";"null";"null";"-73";"null";"null";"null";"-75";"-77";"-85";"-85";"null";"null";"null";"null";"null";"-78";"null";"null";"null";"-82";0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"acb86045-7556-44e8-9157-63be177dea69";"2016-02-27 15:12:09.0";39.0;21.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"0.04893051087856293";"-0.4748658835887909";"0.09966865181922913";"null";"null";"null";"-78";"null";"null";"null";"null";"null";"null";"-87";"-69";"null";"null";"-85";"null";"null";"-84";"null";"null";"null";"-79";"-79";"null";"null";"-95";"-91";"null";"null";"null";"-91";"null";"null";"null";"-86";1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"13f18311-6281-4ec3-a4d6-744a7ffa6c9a";"2016-02-27 13:52:45.0";30.0;15.0;7.6;"b33055ec-4fda-4cf1-ae44-b3fd54f94467";"2nd Floor Lobby";"0.3569334149360657";"-0.41934680938720703";"0.05352026969194412";"null";"null";"null";"-51";"null";"null";"null";"null";"null";"-89";"-88";"-52";"-77";"null";"-80";"null";"null";"-51";"null";"null";"null";"-70";"-71";"-91";"null";"null";"null";"null";"null";"null";"-84";"null";"null";"null";"null";1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
